Id,SalePrice
1461,120440.74402726187
1462,161500.12739768383
1463,183420.2551102269
1464,195111.5472
1465,188896.9719945676
1466,173242.4092694091
1467,180995.90792791214
1468,167510.56658813616
1469,199101.08372727205
1470,122173.41514549794
1471,188218.30743967975
1472,99135.06884915926
1473,96677.37458
1474,149490.5831850418
1475,118194.71359278649
1476,367078.2837640649
1477,254951.52052784734
1478,286542.04782617243
1479,287248.91781545663
1480,490669.3381254848
1481,328980.6242465003
1482,204390.10032255884
1483,166783.3073896901
1484,161525.2659994843
1485,180051.9534037052
1486,193739.09797239024
1487,350490.90841980506
1488,236868.1391586141
1489,201929.4917512025
1490,230179.9315233314
1491,188712.65438397962
1492,85506.12738448087
1493,175125.95184588848
1494,307568.4724935967
1495,300475.84077923157
1496,228128.1027535195
1497,187992.05509789358
1498,158888.8243284334
1499,157529.20659906827
1500,156041.9197348561
1501,176719.9474303535
1502,146173.77472936123
1503,285206.03322189586
1504,251912.54395630647
1505,237248.7572029987
1506,183690.63597095135
1507,248693.12150741328
1508,210406.65466480004
1509,155731.2484475677
1510,149394.6960375339
1511,143780.9917
1512,178838.29534255638
1513,130197.0397942521
1514,111210.68866216007
1515,197760.57543330552
1516,155165.68251744343
1517,167273.29812723328
1518,137186.26005795927
1519,217157.20990237902
1520,132761.23631016602
1521,131137.21787067084
1522,185681.69814136415
1523,108536.52081876219
1524,128762.4847271424
1525,124569.61334727339
1526,118141.16915664647
1527,105897.8983927272
1528,133282.33833914204
1529,148960.72194708118
1530,176819.12767104234
1531,94015.87252323348
1532,101609.97217145005
1533,155052.0747103939
1534,118315.52709700666
1535,140994.81354360815
1536,110076.30790542741
1537,18082.30119
1538,143445.1169599049
1539,213989.55682701414
1540,82458.55237
1541,142287.90563135533
1542,132484.63650329973
1543,187872.12625213867
1544,85592.31237298543
1545,113679.22086617479
1546,131759.51677429856
1547,129969.02384572208
1548,134084.15117278814
1549,115622.47462481254
1550,138275.05621226694
1551,118582.72521936879
1552,139748.26737240198
1553,147719.32978359872
1554,122529.0539
1555,171711.6489437195
1556,93703.77059737871
1557,108382.96115845273
1558,103361.75309965452
1559,85822.53545440729
1560,125263.4900243194
1561,130383.3506484311
1562,131399.51038699422
1563,127498.03335133707
1564,162064.2685183737
1565,148710.4602191708
1566,257321.83716017377
1567,74077.49419288606
1568,223753.73514211652
1569,133610.1999175846
1570,140656.17565814377
1571,118740.74075543477
1572,147641.45964336954
1573,262874.0564029201
1574,111880.04665556623
1575,236304.76675707087
1576,230529.70597680594
1577,186011.07639595732
1578,142604.9762516551
1579,142439.66707312537
1580,193896.53451537667
1581,149583.38316631303
1582,131455.76260961744
1583,311854.3920425323
1584,221469.04044661965
1585,138867.09710739725
1586,76736.97191479079
1587,122417.56174858956
1588,145019.0324772589
1589,81808.83089966752
1590,135344.10344013016
1591,93423.10395985715
1592,115944.1734550077
1593,136857.33204459792
1594,159477.74245578365
1595,105870.5626
1596,246408.5168477597
1597,191735.0998222621
1598,210017.95107416066
1599,183471.78949743562
1600,173922.79387817258
1601,63993.195290393705
1602,117088.6198947617
1603,61585.383966202215
1604,268012.4121530034
1605,259144.54786256337
1606,179060.16870793537
1607,178759.2535699269
1608,207837.92506325484
1609,181299.6835625251
1610,150173.27863716957
1611,142525.61647912566
1612,165718.75575309253
1613,163788.82427488177
1614,126957.58466797082
1615,88464.57364360952
1616,74121.12287119632
1617,91699.32415041844
1618,125232.87955081648
1619,137537.49141176062
1620,151875.20718768524
1621,136219.2319873116
1622,146635.68857393737
1623,280013.9346325706
1624,218919.0734835846
1625,125747.4167575773
1626,174111.10287456686
1627,190935.91756689298
1628,281923.9031966238
1629,178868.47623519972
1630,360714.0081
1631,227959.40595254913
1632,248637.14814062192
1633,170900.76942872693
1634,185797.47771159938
1635,180061.28551957893
1636,153910.04180690504
1637,199496.5280420354
1638,184408.91011609422
1639,181000.22273536457
1640,256489.57682139718
1641,173865.92911274958
1642,234027.31608494313
1643,230004.6121123382
1644,239747.72857224653
1645,196508.58249294848
1646,163000.8825653046
1647,161093.85593022872
1648,130858.59690655099
1649,140347.61368129597
1650,110384.56956019664
1651,118602.93593594132
1652,102700.91979215929
1653,102971.14499520477
1654,149393.35493001688
1655,148788.69785631465
1656,146897.54716385365
1657,152567.76096980344
1658,147434.8142625879
1659,124792.61758277129
1660,150614.42362911368
1661,434669.30723847734
1662,410131.85194418114
1663,396382.7007479702
1664,534441.1365762018
1665,316914.4405
1666,334212.69421006937
1667,350719.9761751341
1668,334250.8896410046
1669,308778.8378746116
1670,357525.54484096775
1671,245559.31917670628
1672,436421.03389485565
1673,288129.8311
1674,248219.71511169852
1675,184161.32139147248
1676,187083.4516330292
1677,209921.1216050917
1678,503343.3528026271
1679,394487.01998221106
1680,350164.7609721024
1681,256980.5038461871
1682,313067.1777644355
1683,176178.99762655713
1684,174693.78066384533
1685,176514.4484133956
1686,169885.07838066324
1687,170031.6318008603
1688,191949.18163882458
1689,194745.95293132123
1690,194074.55065870975
1691,178148.6686914782
1692,275310.56267687026
1693,163108.46445551974
1694,184813.72002581865
1695,167421.7023745524
1696,270948.02654437575
1697,173155.09536135546
1698,339297.3132409401
1699,316897.4999
1700,245871.02530311974
1701,271991.31239807577
1702,242745.74886455236
1703,253814.31158672608
1704,285990.1366975999
1705,231523.34556716218
1706,443107.03425191215
1707,217995.26817219352
1708,204542.44309312824
1709,268616.7168884002
1710,224469.87994020653
1711,270843.77705360187
1712,261922.7151385375
1713,272069.76843113813
1714,228346.26293674664
1715,208152.64220726717
1716,170637.08359404022
1717,171891.77334934514
1718,138515.55670565582
1719,196199.26339403173
1720,240285.0074220737
1721,161530.43040492147
1722,128895.70951984404
1723,156486.81213945328
1724,210696.64156533184
1725,223426.46420844644
1726,187879.77991086838
1727,156286.95074366484
1728,177856.90349937734
1729,163559.15216986553
1730,161643.20382049913
1731,122771.89266837579
1732,131919.26897789945
1733,118458.34013866182
1734,123335.65756212005
1735,132983.5509097058
1736,117900.43907819879
1737,305581.31049151294
1738,228679.38630782897
1739,266806.38821779354
1740,212177.12695923803
1741,192733.93922369654
1742,178128.08754005792
1743,174075.09493783693
1744,309312.3929615814
1745,217803.76490780863
1746,201401.83310798695
1747,221720.27367008218
1748,235142.9078
1749,154862.08003706415
1750,131475.83640308183
1751,242970.51727110043
1752,121253.56253377644
1753,140491.69194947716
1754,189261.29558272028
1755,178726.27286139384
1756,132437.77695279272
1757,120287.36756942504
1758,146136.6800762671
1759,170657.75916441545
1760,165190.7855370465
1761,147641.72648468445
1762,187032.8646308637
1763,177820.86870489042
1764,120036.48149509172
1765,174007.42240732218
